split_id,case_id,seed,prob_class1
split_5_data_splits_new_05,18,2,0.18212811648845673
split_5_data_splits_new_05,23,2,0.02873246744275093
split_5_data_splits_new_05,30,2,0.012881089001893997
split_5_data_splits_new_05,43,2,0.33113598823547363
split_5_data_splits_new_05,47,2,0.6239723563194275
split_5_data_splits_new_05,52,2,0.9971610307693481
split_5_data_splits_new_05,59,2,0.999929666519165
split_5_data_splits_new_05,64,2,0.997497022151947
split_5_data_splits_new_05,69,2,0.8502280116081238
split_5_data_splits_new_05,78,2,0.29213109612464905
split_5_data_splits_new_05,83,2,0.9997135996818542
split_5_data_splits_new_05,89,2,0.9678459167480469
split_5_data_splits_new_05,95,2,0.9867178201675415
split_5_data_splits_new_05,96,2,0.7322224378585815
